Driver,LapNumber,LapTime,Stint,TyreLife,Sector1Time,Sector2Time,Sector3Time,SpeedFL,SpeedST,AirTemp,TrackTemp,Humidity,WindSpeed,Team_ALFA ROMEO,Team_ALPHATAURI,Team_ALPINE,Team_ASTON MARTIN,Team_FERRARI,Team_HAAS F1 TEAM,Team_MCLAREN,Team_MERCEDES,Team_RED BULL RACING,Team_WILLIAMS,Compound_HARD,Compound_MEDIUM,Compound_SOFT,FreshTyre_FALSE,FreshTyre_TRUE,TrackStatus_1,TrackStatus_12,TrackStatus_126,TrackStatus_21,TrackStatus_2671,TrackStatus_671,Rainfall_FALSE,IsPersonalBest_FALSE,IsPersonalBest_TRUE
18,0.6831475545941581,-1.345580040506223,0.6217846187556836,-1.1471583477019898,-1.4571430294862777,-1.3177543703873469,-1.6834833322315153,0.11039763648352328,-1.2300891312019397,-0.7739908354854502,-0.5584200968749214,-0.27438062259938295,-1.762476595917336,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
18,0.7446950072070392,-1.103769455726419,0.6217846187556836,-0.9787285854271865,-0.5930124411546897,-1.1500965685831792,-1.6468808551179224,0.11039763648352328,-1.4148279522871094,-0.7739908354854502,-0.5584200968749214,-0.27438062259938295,-0.46279383122060536,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
18,0.8062424598199202,2.3297214635437054,0.6217846187556836,-0.8102988231523832,-0.09438246581489391,2.41022679227049,2.340636063374782,-2.244351328324367,-1.4148279522871094,-0.7739908354854502,-0.5584200968749214,-0.27438062259938295,-0.46279383122060536,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False
18,0.8677899124328012,2.3297214635437054,0.6217846187556836,-0.6418690608775799,2.4374959526580366,-1.2504164008102636,-1.2507128675354917,0.11039763648352328,-2.1306908839921417,-0.7739908354854502,-0.8312932799240341,-0.27438062259938295,-1.762476595917336,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False
18,0.9293373650456822,-1.1291205654210725,0.6217846187556836,-0.4734392986027766,-0.7019364648939698,-1.0841328432831763,-1.7653006340148434,0.11039763648352328,-1.04535031011677,-1.080507476415316,-0.8312932799240341,-0.27438062259938295,-1.762476595917336,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
18,0.9908848176585633,-1.4479595219654124,0.6217846187556836,-0.3050095363279733,-1.541861714616826,-1.4826636836373444,-1.801903111128436,0.47266670799242944,-0.4911338468612609,-1.080507476415316,-0.9677298714485929,-0.27438062259938295,-1.762476595917336,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True
18,1.0524322702714441,-1.068180397885839,0.6217846187556836,-0.13657977405316998,-0.8253836917984787,-1.1858269197873508,-1.227028911756109,-0.2518714350253829,-0.6758726679464305,-1.080507476415316,-0.9677298714485929,-0.27438062259938295,-0.8960214194528492,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
18,1.1139797228843253,-1.221262098734349,0.6217846187556836,0.03184998822163333,-0.9439898509812447,-1.4854121721915143,-1.3282239955407524,0.11039763648352328,-1.04535031011677,-1.080507476415316,-1.104166462973147,-0.27438062259938295,0.4036613452438818,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
18,1.1755271754972063,-1.0711055259275304,0.6217846187556836,0.20027975049643665,-0.7890756838853853,-1.2078148282206818,-1.2377943462012817,0.11039763648352328,-0.7682420784890154,-1.080507476415316,-1.2406030544977056,-0.27438062259938295,-0.8960214194528492,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
18,1.2370746281100873,-1.1154699678931774,0.6217846187556836,0.3687095127712399,-0.9924005281986996,-1.2160602938831822,-1.2399474330903193,0.8349357795013356,-0.6758726679464305,-1.080507476415316,-1.2406030544977056,-0.27438062259938295,-1.762476595917336,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
18,1.2986220807229683,-1.0940190289207767,0.6217846187556836,0.5371392750460433,-0.7164596680592071,-1.453804553818593,-1.0181794835197173,-0.9764095780431952,-0.21402561523350636,-1.3870241173451707,-1.2406030544977056,-0.27438062259938295,-1.762476595917336,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
18,1.3601695333358494,-0.9536128829196003,0.6217846187556836,0.7055690373208465,-0.8471684965463346,-0.9741933011165111,-1.0332510917429651,-0.2518714350253829,-0.4911338468612609,-1.080507476415316,-1.2406030544977056,-0.27438062259938295,0.4036613452438818,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
18,1.4217169859487304,-0.8673216056897064,0.6217846187556836,0.8739987995956499,-0.6438436522330203,-1.2119375610519318,-0.460529979259668,-0.9764095780431952,-0.5835032574038457,-1.3870241173451707,-1.2406030544977056,-0.27438062259938295,-1.762476595917336,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
18,1.4832644385616114,-1.1149824465529001,0.6217846187556836,1.0424285618704532,-0.936728249398626,-1.3067604161706763,-1.145211609972781,-0.6141405065342891,-0.39876443631867603,-1.3870241173451707,-1.3770396460222645,-0.27438062259938295,-0.8960214194528492,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
18,1.5448118911744924,-1.1291205654210725,0.6217846187556836,1.2108583241452564,-1.2441360497294776,-1.191323896895681,-1.1150683935262933,-0.6141405065342891,-0.7682420784890154,-1.3870241173451707,-1.3770396460222645,-0.27438062259938295,-1.762476595917336,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
18,1.6063593437873733,-1.23247508956083,0.6217846187556836,1.3792880864200598,-1.045652273137906,-1.5747380502019286,-1.1473646968618185,-0.6141405065342891,-0.39876443631867603,-1.3870241173451707,-1.5134762375468185,-0.27438062259938295,-0.46279383122060536,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
18,1.6679067964002545,-1.4060326867011725,0.6217846187556836,1.547717848694863,-1.1037450857988556,-1.8372187071248502,-1.4509499482157409,0.11039763648352328,-0.5835032574038457,-1.6935407582750364,-1.5134762375468185,-0.27438062259938295,-0.8960214194528492,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
18,1.7294542490131355,-0.9755513432322852,0.6217846187556836,1.7161476109696665,-0.796337285468004,-1.118488950210258,-0.9492807030705993,0.11039763648352328,-0.6758726679464305,-1.6935407582750364,-1.5134762375468185,-0.27438062259938295,-0.029566242988361767,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
18,1.7910017016260165,-1.3811690983467961,0.6217846187556836,1.8845773732444697,-1.1134272212423413,-1.8152307986915193,-1.3669795595433827,-2.244351328324367,-0.5835032574038457,-1.3870241173451707,-1.6499128290713772,-0.27438062259938295,0.4036613452438818,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
